chr1_GL456221_random	136050	136150	B3-1-2	328	0.000220930765147902	+	Csprs, 
chr6	109223350	109223450	N3-1	97	0.000109324599387331	+	No results within 20000 bp window
chr6	109225850	109225950	B3-2-22	110	0.000150229714891316	+	No results within 20000 bp window
chr6	109509450	109509550	B3-1-13	69	0.000126603878482295	-	No results within 20000 bp window
chr6	109555950	109556050	B3-2-22	321	0.000438397622546476	+	No results within 20000 bp window
chr6	109926150	109926250	N3-1-15	190	0.000235936917918788	+	No results within 20000 bp window
chr6	110077850	110077950	N3-1-5	201	0.00018202152563017	+	No results within 20000 bp window
chr6	110148150	110148250	B3-2-22	187	0.000255390515315237	-	No results within 20000 bp window
chr6	110160550	110160650	B3-2-2	102	0.000161656888009814	-	No results within 20000 bp window
chr6	110171550	110171650	N3-1-15	357	0.000443313051036881	-	No results within 20000 bp window
chr6	110231450	110231550	B3-2-2	81	0.000128374587537205	-	No results within 20000 bp window
chr6	110270550	110270650	N3-2-22	323	0.000264069465803004	-	No results within 20000 bp window
chr6	110285950	110286050	N3-1-2	235	0.000156220708617134	-	No results within 20000 bp window
chr6	110382350	110382450	N3-2-21	549	0.000717395735872923	-	No results within 20000 bp window
chr6	110586350	110586450	B3-1-11	114	0.000144788932029217	+	No results within 20000 bp window
chr6	110619150	110619250	B3-18	78	0.000106496127227373	-	No results within 20000 bp window
chr6	110686950	110687050	N3-9	103	0.000106444105476808	-	Grm7, 
chr6	110715750	110715850	N3-1-11	1664	0.0017680328191092	+	Grm7, 
chr6	110811650	110811750	N3-1-5	212	0.000191982902654707	-	Grm7, 
chr6	110835950	110836050	N3-2-21	274	0.000358044502056796	+	Grm7, 
chr6	110891750	110891850	B3-2-2	114	0.000180675345422733	-	Grm7, 
chr6	111011250	111011350	B3-1-11	191	0.000242584965066495	-	Grm7, 
chr6	111123950	111124050	B3-2-21	99	0.00016253008448281	+	Grm7, 
chr6	111226750	111226850	B3-1-13	68	0.000124769039663711	+	Grm7, 
chr6	111282450	111282550	B3-2-22	191	0.000260853414038557	-	Grm7, 
chr6	111342650	111342750	B3-2-22	275	0.000375574287228289	-	Grm7, 
chr6	111352350	111352450	B3-1-15	90	0.000118614581685909	+	Grm7, 
chr6	111356750	111356850	N3-21	391	0.000556780187169278	-	Grm7, 
chr6	111458950	111459050	B3-2-22	151	0.000206224426805351	-	Grm7, 
chr6	111516250	111516350	N3-1-5	118	0.000106858408081394	+	Grm7, 
chr6	111636050	111636150	N3-4	133	0.000222379764444653	-	No results within 20000 bp window
chr6	111641950	111642050	B3-2-21	296	0.00048594853542335	-	No results within 20000 bp window
chr6	111692650	111692750	B3-1-11	233	0.000295928255814101	-	No results within 20000 bp window
chr6	111809350	111809450	B3-2-2	70	0.000110941001575362	-	No results within 20000 bp window
chr6	111943950	111944050	B3-1-11	233	0.000295928255814101	-	No results within 20000 bp window
chr6	112063750	112063850	B3-2-36	384	0.000308102370221906	+	No results within 20000 bp window
chr6	112065550	112065650	B3-1-13	222	0.000407334217725644	+	No results within 20000 bp window
chr6	112085950	112086050	B3-1-2	154	0.000103729688514564	-	No results within 20000 bp window
chr6	112120050	112120150	N3-1-15	128	0.000158946976282131	-	No results within 20000 bp window
chr6	112130750	112130850	N3-1-3	307	0.000274848005471893	+	No results within 20000 bp window
chr6	112208550	112208650	B3-2-2	107	0.000169581245265197	-	1700054K19Rik, 
chr6	112360950	112361050	B3-14	56	0.000151563130103415	-	Ssu2, 
chr6	112475450	112475550	N3-1-5	332	0.000300652470195107	+	Oxtr, Cav3, 
chr6	112557650	112557750	N3-1-5	134	0.000121347683753447	-	No results within 20000 bp window
chr6	112593050	112593150	N3-1-5	275	0.000249034425613417	-	No results within 20000 bp window
chr6	112613150	112613250	B3-14	462	0.00125039582335317	-	Rad18, 
chr6	112662850	112662950	B3-1-13	60	0.000110090329115039	-	Rad18, 
chr6	112816650	112816750	N3-1-15	138	0.000171364708804172	-	Srgap3, 
chr6	112829950	112830050	N3-4	129	0.000215691651228272	-	Srgap3, 
chr6	112898250	112898350	B3-2-2	75	0.000118865358830745	-	Srgap3, 
chr6	112976650	112976750	B3-2-22	105	0.000143401091487165	+	No results within 20000 bp window
chr6	112986050	112986150	N3-18	189	0.000209950544982737	+	No results within 20000 bp window
chr6	112992150	112992250	N3-1	282	0.000317830278631211	-	No results within 20000 bp window
chr6	113022850	113022950	N3-1-15	99	0.000122935551968211	+	No results within 20000 bp window
chr6	113036850	113036950	B3-1-13	62	0.000113760006752207	-	Thumpd3, 
chr6	113048350	113048450	B3-8	115	0.000122939296851364	-	Thumpd3, Gt(ROSA)26Sor, 
chr6	113050850	113050950	N3-2-2	215	0.000219168586515525	+	Thumpd3, Gt(ROSA)26Sor, Gt(ROSA)26Sor, 
chr6	113090550	113090650	B3-1	65	0.000101301964011308	+	Setd5, Gt(ROSA)26Sor, 
chr6	113101850	113101950	N3-10	106	0.000108905153885037	+	Setd5, 
chr6	113122050	113122150	N3-2-7	163	0.000164488954011714	-	Setd5, 
chr6	113137850	113137950	N3-2-7	159	0.00016045241526296	-	Setd5, 
chr6	113140050	113140150	N3-18	190	0.000211061394427091	+	Setd5, 
chr6	113161750	113161850	B3-1-11	270	0.00034292115480604	-	Lhfpl4, Setd5, 
chr6	113164950	113165050	N3-18	823	0.000914229092702608	-	Lhfpl4, Setd5, 
chr6	113165050	113165150	B3-18	100	0.00013653349644535	+	Lhfpl4, Setd5, 
chr6	113165550	113165650	B3-18	97	0.00013243749155199	-	Lhfpl4, Setd5, 
chr6	113216850	113216950	N3-8	392	0.00042916904333622	-	No results within 20000 bp window
chr6	113222350	113222450	N3-1-3	302	0.000270371653591243	+	Mtmr14, 
chr6	113247950	113248050	N3-1	237	0.000267112680977294	-	Mtmr14, 
chr6	113294050	113294150	B3-1-15	77	0.000101481364331277	-	Cpne9, Mtmr14, Brpf1, 
chr6	113318850	113318950	B3-2-21	83	0.000136262596081547	+	Brpf1, Ogg1, Cpne9, Camk1, 
chr6	113416650	113416750	B3-1	111	0.000172992584696234	-	Rpusd3, Ttll3, Cidec, Ttll3, 
chr6	113489550	113489650	N3-1-3	223	0.000199645293876977	-	Creld1, Prrt3, Il17rc, Il17rc, Il17re, Il17re, 
chr6	113492450	113492550	B3-2-22	130	0.000177544208507918	-	Creld1, Prrt3, Il17rc, Il17rc, 
chr6	113521450	113521550	N3-2-36	803	0.00058965338220921	+	Emc3, Fancd2, Prrt3, 
chr6	113569650	113569750	B3-18	88	0.000120149476871908	+	Fancd2, 
chr6	113606250	113606350	N3-1-2	316	0.000210066995417083	+	Brk1, Fancd2os, Fancd2, Vhl, 
chr6	113618550	113618650	B3-2-2	166	0.000263088660878716	+	Brk1, Vhl, Fancd2os, Irak2, 
chr6	113662850	113662950	B3-2-36	210	0.000168493483715105	+	Irak2, 
chr6	113672350	113672450	B3-1-11	331	0.000420395934225182	-	Irak2, 
chr6	113704550	113704650	B3-8	3792	0.00405378968400325	+	Tatdn2, Irak2, Ghrl, 
chr6	113704550	113704650	N3-8	1593	0.00174404664804745	+	Tatdn2, Irak2, Ghrl, 
chr6	113705550	113705650	N3-8	671	0.000734623541016846	-	Tatdn2, Ghrl, Irak2, 
chr6	113705550	113705650	B3-8	747	0.000798570910851905	-	Tatdn2, Ghrl, Irak2, 
chr6	113742650	113742750	N3-2-22	269	0.000219921629414886	-	Sec13, Atp2b2, 
chr6	113747850	113747950	N3-10	228	0.000234248821564042	+	Atp2b2, Sec13, 
chr6	113840550	113840650	N3-18	124	0.000137745331099785	+	Atp2b2, 
chr6	113849250	113849350	B3-2-36	296	0.000237495577046052	+	Atp2b2, 
chr6	113905850	113905950	B3-2-36	377	0.000302485920764736	+	Atp2b2, Atp2b2, 
chr6	114082250	114082350	N3-1-15	82	0.00010182540668074	+	No results within 20000 bp window
chr6	114088650	114088750	N3-8	334	0.000365669542026269	-	No results within 20000 bp window
chr6	114124350	114124450	N3-1-5	209	0.000189266163466197	-	Slc6a11, 
chr6	114232450	114232550	N3-18	117	0.000129969384989314	-	Slc6a11, 
chr6	114279950	114280050	B3-2-22	210	0.00028680218297433	-	Slc6a1, 
chr6	114352750	114352850	B3-2-21	178	0.000292225808464041	+	No results within 20000 bp window
chr6	114359750	114359850	B3-2-22	314	0.000428837549780665	-	No results within 20000 bp window
chr6	114390150	114390250	B3-8	133	0.000142181969402013	-	Hrh1, Hrh1, 
chr6	114423550	114423650	N3-10	253	0.000259933999367117	+	Hrh1, 
chr6	114462250	114462350	N3-8	303	0.000331730153395088	-	Hrh1, 
chr6	114709550	114709650	B3-21	162	0.000198834486246054	+	Atg7, 
chr6	114711950	114712050	B3-1-11	174	0.000220993633097226	+	Atg7, 
chr6	114723150	114723250	B3-2-21	102	0.000167455238558046	-	Atg7, 
chr6	114789150	114789250	N3-2-7	377	0.000380443777070038	+	Atg7, 
chr6	114798050	114798150	N3-2-22	527	0.000430850181047007	+	Atg7, 
chr6	114815550	114815650	N3-10	112	0.000115069596557775	-	Atg7, 
chr6	114838550	114838650	N3-2-21	399	0.000521385971973217	-	Atg7, 
chr6	114887850	114887950	N3-2-2	980	0.000999000999000999	-	Vgll4, 
chr6	114900950	114901050	B3-1-3	139	0.000129796881886705	+	Vgll4, 
chr6	114934850	114934950	N3-1-5	277	0.000250845585072424	+	Vgll4, 
chr6	114950750	114950850	N3-4	167	0.000279228726783887	-	No results within 20000 bp window
chr6	114953550	114953650	N3-1-3	401	0.000359003420828107	+	No results within 20000 bp window
chr6	114960850	114960950	B3-1-2	301	0.000202744391187557	-	No results within 20000 bp window
chr6	114969750	114969850	B3-21	110	0.000135011070907814	-	No results within 20000 bp window
chr6	115098750	115098850	B3-2-36	150	0.000120352488367932	+	No results within 20000 bp window
chr6	115112850	115112950	B3-1-15	137	0.000180557752121883	-	No results within 20000 bp window
chr6	115175550	115175650	N3-18	157	0.000174403362763438	-	Syn2, 
chr6	115181050	115181150	N3-2-7	143	0.000144306260267945	-	Syn2, 
chr6	115292450	115292550	N3-10	184	0.000189042908630631	-	Syn2, Syn2, 
chr6	115350150	115350250	N3-4	80	0.000133762264327611	-	Pparg, 
chr6	115385350	115385450	B3-2-2	104	0.000164826630911967	+	Pparg, 
chr6	115392250	115392350	B3-1-2	564	0.000379893144949442	-	Pparg, 
chr6	115394850	115394950	N3-2-22	1585	0.00129582075324384	+	Pparg, 
chr6	115401550	115401650	B3-8	302	0.000322849283905322	-	Pparg, 
chr6	115412250	115412350	B3-1-2	497	0.000334763994751547	+	Pparg, Pparg, 
chr6	115418850	115418950	N3-9	123	0.000127112863821819	-	Pparg, Pparg, 
chr6	115454950	115455050	B3-14	174	0.000470928297107039	+	Pparg, 
chr6	115491750	115491850	N3-2-22	1063	0.000869058334825367	+	Pparg, 
chr6	115602550	115602650	N3-8	591	0.000647038021968638	+	Mkrn2, 2510049J12Rik, Raf1, 
chr6	115634250	115634350	N3-8	113	0.000123714545655594	-	Raf1, Mkrn2, 
chr6	115647050	115647150	B3-21	97	0.000119055217073255	-	Raf1, 
chr6	115663050	115663150	B3-2-22	328	0.000447957695312287	+	Raf1, 
chr6	115664450	115664550	B3-2-21	128	0.000210139907210097	-	Raf1, 
chr6	115664750	115664850	B3-1-11	296	0.000375943191935511	+	Raf1, 
chr6	115671250	115671350	B3-1	65	0.000101301964011308	-	Raf1, 
chr6	115701050	115701150	B3-1-11	244	0.000309899117676569	+	No results within 20000 bp window
chr6	115786050	115786150	N3-1-3	264	0.000236351379298305	-	Cand2, Rpl32, 
chr6	115840650	115840750	B3-1	68	0.000105977439273369	-	Mbd4, Efcab12, Ift122, 
chr6	115842650	115842750	B3-1-13	202	0.000370637441353964	-	Mbd4, Efcab12, Ift122, 
chr6	115851350	115851450	B3-2-36	224	0.000179726382629445	+	Mbd4, Ift122, Efcab12, 
chr6	115851350	115851450	N3-2-36	338	0.000248197812187687	+	Mbd4, Ift122, Efcab12, 
chr6	115859850	115859950	B3-2-21	85	0.000139546032131705	+	Ift122, Mbd4, 
chr6	115941750	115941850	B3-8	133	0.000142181969402013	+	Rho, H1foo, Plxnd1, Ift122, 
chr6	115991150	115991250	N3-1-13	7459	0.0103028846419475	-	Plxnd1, 
chr6	115991150	115991250	B3-1-13	6019	0.011043894849057	-	Plxnd1, 
chr6	116029550	116029650	N3-1-11	768	0.000816015147281171	+	Tmcc1, 
chr6	116051650	116051750	N3-18	269	0.000298818500530986	-	Tmcc1, 
chr6	116089450	116089550	N3-2-22	2777	0.00227034336388527	-	Tmcc1, 
chr6	116089450	116089550	B3-2-22	264	0.000360551315739158	-	Tmcc1, 
chr6	116089450	116089550	B3-18	76	0.000103765457298466	-	Tmcc1, 
chr6	116106750	116106850	N3-4	68	0.000113697924678469	-	Tmcc1, 
chr6	116110750	116110850	B3-21	161	0.000197607112874165	-	Tmcc1, 
chr6	116141550	116141650	N3-1	174	0.000196108044261811	+	Tmcc1, 
chr6	116150950	116151050	B3-21	116	0.00014237531113915	-	Tmcc1, 
chr6	116189850	116189950	B3-8	174	0.000186012501322934	+	Tmcc1, Fam21, 
chr6	116202350	116202450	B3-2-36	161	0.000129178337514914	+	Fam21, Tmcc1, 
chr6	116217150	116217250	B3-1-11	149	0.000189241674318889	+	Fam21, 
chr6	116281050	116281150	B3-8	112	0.00011973218475959	-	Zfand4, Fam21, 
chr6	116357550	116357650	N3-1-5	289	0.000261712541826464	+	March8, 
chr6	116439950	116440050	B3-1	154	0.0002400077301191	+	Alox5, 
chr6	116572150	116572250	N3-2-22	373	0.000304947092088299	+	Olfr215, Olfr214, 
chr6	116600650	116600750	B3-10	161	0.000118869543260392	+	Olfr215, 
chr6	116683150	116683250	N3-10	245	0.000251714742470133	-	Rassf4, Tmem72, 
chr6	116705850	116705950	B3-14	149	0.000403266185453729	-	Tmem72, 
chr6	116767150	116767250	B3-21	302	0.000370666758310545	+	No results within 20000 bp window
chr6	116770050	116770150	B3-1-13	129	0.000236694207597334	-	No results within 20000 bp window
chr6	116845150	116845250	B3-2-22	177	0.000241733268506935	+	No results within 20000 bp window
chr6	116945250	116945350	B3-2-2	79	0.000125204844635052	-	No results within 20000 bp window
chr6	117097250	117097350	N3-2-2	260	0.000265041081367612	+	No results within 20000 bp window
chr6	117215550	117215650	N3-1-2	400	0.000265907589135548	-	No results within 20000 bp window
chr6	117380450	117380550	B3-8	132	0.000141112932038088	+	No results within 20000 bp window
chr6	117480950	117481050	N3-4	126	0.000210675566315987	+	No results within 20000 bp window
chr6	117507650	117507750	N3-10	373	0.000383222852821876	+	No results within 20000 bp window
chr6	117595350	117595450	B3-1-3	232	0.000216639399983565	+	No results within 20000 bp window
chr6	117611350	117611450	N3-2-7	225	0.000227055304617397	-	No results within 20000 bp window
chr6	117760750	117760850	N3-1-15	242	0.000300509127033404	-	1700030F04Rik, 
chr6	117761350	117761450	N3-1-3	138	0.000123547311905932	+	1700030F04Rik, 
chr6	117865050	117865150	B3-1-3	139	0.000129796881886705	+	Zfp239, Zfp637, 
chr6	117913950	117914050	B3-1	79	0.00012312084856759	-	Hnrnpf, Hnrnpf, Fxyd4, 
chr6	117929650	117929750	N3-4	96	0.000160514717193133	+	Fxyd4, Hnrnpf, 
chr6	118009950	118010050	B3-2-36	1193	0.000957203457486286	+	No results within 20000 bp window
chr6	118009950	118010050	N3-2-36	778	0.000571295555863967	+	No results within 20000 bp window
chr6	118069350	118069450	N3-2-21	668	0.000872896815233356	-	Rasgef1a, 
chr6	118072850	118072950	N3-1-15	123	0.00015273811002111	-	Rasgef1a, 
chr6	118108250	118108350	B3-2-21	89	0.000146112904232021	+	Csgalnact2, Rasgef1a, 
chr6	118108450	118108550	N3-1-11	1032	0.00109652035415907	+	Csgalnact2, Rasgef1a, 
chr6	118140350	118140450	B3-1	101	0.000157407667156033	+	Csgalnact2, Ret, 
chr6	118148950	118149050	N3-1	201	0.000226538602854161	-	Ret, Csgalnact2, 
chr6	118221650	118221750	B3-2-37	1	0.00013374348000535	+	No results within 20000 bp window
chr6	118261250	118261350	N3-18	108	0.000119971739990136	+	1700069P05Rik, 
chr6	118409250	118409350	N3-4	78	0.00013041820771942	-	Bms1, Zfp248, 
chr6	118412050	118412150	B3-2-2	106	0.00016799637381412	+	Bms1, Zfp248, 
chr6	118422150	118422250	N3-2-7	111	0.000112013950277916	-	Bms1, Zfp248, 
chr6	118475050	118475150	B3-8	176	0.000188150576050784	-	Zfp9, Zfp248, 
chr6	118477950	118478050	B3-1	122	0.000190135993990456	-	Zfp9, 
chr6	118505950	118506050	B3-10	232	0.000171290273518081	-	Ankrd26, 
chr6	118710450	118710550	N3-9	354	0.000365837022706698	-	Cacna1c, 
chr6	118883350	118883450	B3-1	83	0.000129354815583671	+	Cacna1c, 4931430N09Rik, 
chr6	118892550	118892650	N3-1-15	395	0.000490500434620638	-	Cacna1c, 4931430N09Rik, 
chr6	118969150	118969250	N3-1-11	565	0.000600323643507633	+	Cacna1c, 
chr6	118974950	118975050	N3-1-3	201	0.000179949345602119	-	Cacna1c, 
chr6	119123450	119123550	B3-8	97	0.000103696624300716	-	Cacna1c, Cacna1c, 
chr6	119361450	119361550	B3-1-13	222	0.000407334217725644	+	Adipor2, Cacna2d4, 
chr6	119481650	119481750	B3-2-36	698	0.00056004024587211	-	Wnt5b, Fbxl14, Wnt5b, 
chr6	119484050	119484150	B3-1-13	140	0.000256877434601757	+	Wnt5b, Fbxl14, Wnt5b, 
chr6	119592250	119592350	B3-2-2	83	0.000131544330439358	+	Erc1, 
chr6	119595550	119595650	B3-1	72	0.000112211406289449	-	Erc1, 
chr6	119631850	119631950	N3-21	174	0.000247774303241571	+	Erc1, 
chr6	119740250	119740350	B3-9	4896	0.00396252756813629	+	Erc1, 
chr6	119740250	119740350	N3-9	2978	0.00307757811757216	+	Erc1, 
chr6	119766550	119766650	B3-2-21	234	0.000384162017868459	-	Erc1, Erc1, 
chr6	119774950	119775050	N3-1-5	142	0.000128592321589474	+	Erc1, 
chr6	119792150	119792250	N3-10	170	0.000174659209060909	-	Erc1, 
chr6	119812850	119812950	N3-2-22	1510	0.0012345043138159	+	Erc1, 
chr6	119841950	119842050	B3-1-2	578	0.000389323116632584	-	Erc1, 3110021A11Rik, 
chr6	119880550	119880650	N3-1-5	300	0.000271673918851	-	No results within 20000 bp window
chr6	119908650	119908750	B3-1-11	201	0.00025528574857783	-	Rad52, Wnk1, 
chr6	119929450	119929550	B3-2-36	153	0.000122759538135291	+	Wnk1, Rad52, Rad52, 
chr6	119930150	119930250	B3-1-2	167	0.000112486090791767	-	Wnk1, Rad52, Rad52, 
chr6	119935850	119935950	B3-4	527	0.000502420101380178	-	Wnk1, Rad52, Rad52, 
chr6	119967450	119967550	B3-9	142	0.00011492624891245	+	Wnk1, 
chr6	119970150	119970250	B3-9	4679	0.00378690083564332	+	Wnk1, 
chr6	119973850	119973950	N3-1-2	494	0.000328395872582401	-	Wnk1, 
chr6	119994950	119995050	B3-1-11	318	0.000403884915660447	-	Wnk1, 
chr6	119996150	119996250	N3-4	247	0.000412990991111498	-	Wnk1, 
chr6	120003650	120003750	B3-18	81	0.000110592132120734	+	Wnk1, 
chr6	120003950	120004050	B3-8	99	0.000105834699028566	-	Wnk1, 
chr6	120011450	120011550	B3-8	159	0.00016997694086406	-	Wnk1, 
chr6	120014050	120014150	B3-2-21	63	0.00010342823557997	+	Wnk1, 
chr6	120015450	120015550	N3-1-13	227	0.000313548037769416	-	Wnk1, Mir706, 
chr6	120015450	120015550	B3-1-13	229	0.000420178089455732	-	Wnk1, Mir706, 
chr6	120021250	120021350	B3-1-2	218	0.000146838130494642	-	Wnk1, Mir706, 
chr6	120117550	120117650	N3-10	370	0.000380140631485507	+	Ninj2, 
chr6	120180950	120181050	N3-9	147	0.000151915373835832	+	Ninj2, 
chr6	120213450	120213550	B3-1-2	295	0.000198702974751924	+	B4galnt3, Ninj2, 
chr6	120250450	120250550	B3-1-11	314	0.000398804602255913	-	B4galnt3, 
chr6	120377050	120377150	B3-1-2	170	0.000114506799009584	+	Kdm5a, Ccdc77, Ccdc77, 
chr6	120386950	120387050	B3-2-36	156	0.000125166587902649	-	Kdm5a, 
chr6	120395450	120395550	B3-1	287	0.000447287133403777	+	Kdm5a, 
chr6	120399250	120399350	B3-2-22	127	0.000173447034465428	+	Kdm5a, 
chr6	120425950	120426050	B3-1-13	104	0.000190823237132734	+	Kdm5a, 
chr6	120433750	120433850	N3-10	349	0.000358565082130925	-	Kdm5a, 
chr6	120695350	120695450	N3-8	324	0.000354721352145243	-	Cecr2, 
chr6	120743950	120744050	B3-1-5	15575	0.0135713053373787	+	Cecr2, 
chr6	120743950	120744050	N3-1-5	18032	0.0163294136824041	+	Cecr2, 
chr6	120817550	120817650	N3-1	140	0.000157788081589963	-	Atp6v1e1, Bcl2l13, 
chr6	120820150	120820250	B3-2-21	170	0.00027909206426341	-	Atp6v1e1, Bcl2l13, 
chr6	120844850	120844950	B3-1-11	238	0.000302278647569769	-	Bcl2l13, 
chr6	120859350	120859450	N3-1-13	86	0.000118789124441277	-	Bcl2l13, 
chr6	120920850	120920950	N3-2-36	567	0.000416355501510115	+	Bid, Mical3, 
chr6	121019850	121019950	B3-1-3	112	0.0001045845379231	-	Mical3, 
chr6	121092450	121092550	N3-1-2	486	0.000323077720799691	+	Mical3, Mical3, 
chr6	121095350	121095450	N3-1	222	0.000250206815092655	-	Mical3, Mical3, 
chr6	121107750	121107850	N3-1-5	1034	0.000936369440306448	-	Mical3, 
chr6	121107750	121107850	B3-1-5	1039	0.000905334590403628	-	Mical3, 
chr6	121140950	121141050	B3-2-36	214	0.000171702883404916	+	Mical3, 
chr6	121241550	121241650	N3-9	1109	0.00114608265023087	-	Usp18, Tuba8, 
chr6	121241550	121241650	B3-9	2130	0.00172389373368675	-	Usp18, Tuba8, 
chr6	121322250	121322350	B3-18	138	0.000188416225094584	-	Slc6a13, 
chr6	121343950	121344050	B3-2-2	109	0.00017275098816735	+	Slc6a12, Slc6a13, 
chr6	121382050	121382150	B3-2-22	121	0.000165252686380447	+	Iqsec3, Slc6a12, 
chr6	121457750	121457850	N3-1-3	340	0.000304391927884181	+	Iqsec3, 
chr6	121548150	121548250	B3-2-22	359	0.000490295160418021	+	No results within 20000 bp window
chr6	121630650	121630750	N3-2-36	13682	0.0100468712022247	-	A2m, 
chr6	121638350	121638450	B3-2-2	81	0.000128374587537205	+	A2m, 
chr6	121655150	121655250	B3-2-21	192	0.000315209860815146	+	A2m, 
chr6	121662550	121662650	B3-1	85	0.000132471799091711	+	A2m, 
chr6	121669150	121669250	B3-1-3	112	0.0001045845379231	-	A2m, 
chr6	121670450	121670550	N3-1-2	568	0.000377588776572478	+	A2m, 
chr6	121716050	121716150	N3-1-5	236	0.000213716816162787	-	No results within 20000 bp window
chr6	121716050	121716150	N3-18	261	0.000289931704976161	+	No results within 20000 bp window
chr6	121873350	121873450	B3-1	72	0.000112211406289449	+	Mug1, 
chr6	121962550	121962650	B3-2-21	206	0.00033819391316625	+	No results within 20000 bp window
chr6	121976450	121976550	B3-1-3	155	0.000144737530161434	-	No results within 20000 bp window
chr6	121977550	121977650	N3-10	174	0.000178768837509401	-	No results within 20000 bp window
chr6	122059650	122059750	B3-2-22	98	0.000133841018721354	-	Mug2, 
chr6	122276750	122276850	N3-2-2	267	0.000272176802789048	-	Klrg1, 
chr6	122296750	122296850	N3-8	185	0.000202541512798981	+	M6pr, Klrg1, 
chr6	122344050	122344150	B3-2-21	139	0.000228198805485965	-	Phc1, Phc1, 
chr6	122454750	122454850	N3-1-2	194	0.000128965180730741	-	Rimklb, 
chr6	122506250	122506350	B3-1-2	285	0.000191967280692537	+	Mfap5, Rimklb, 
chr6	122585850	122585950	B3-10	228	0.000168336992940183	+	Apobec1, Gdf3, 
chr6	122590750	122590850	B3-18	85	0.000116053471978548	+	Apobec1, Gdf3, 
chr6	122594850	122594950	B3-2-22	137	0.000187104281273729	+	Apobec1, Gdf3, 
chr6	122692750	122692850	N3-1-15	160	0.000198683720352664	-	Nanog, 
chr6	122863750	122863850	B3-1-13	60	0.000110090329115039	-	C3ar1, Necap1, Foxj2, 
chr6	122876450	122876550	B3-2-21	273	0.000448189020846535	-	Necap1, 
chr6	122881650	122881750	N3-18	1235	0.00137189906377609	-	Necap1, 
chr6	122881650	122881750	B3-18	1429	0.00195106366420406	-	Necap1, 
chr6	122888850	122888950	B3-18	79	0.000107861462191827	+	Necap1, 
chr6	122937250	122937350	N3-8	210	0.000229911987501546	+	Clec4a1, Clec4a3, Clec4a3, 
chr6	122973850	122973950	N3-2-7	158	0.000159443280575772	+	Clec4a3, Clec4a4, 
chr6	122990250	122990350	B3-1-2	218	0.000146838130494642	-	Clec4a4, 
chr6	123067250	123067350	N3-1	369	0.000415884300762116	-	Clec4b1, 
chr6	123140250	123140350	N3-14	1368	0.00423538590619611	+	Clec4a2, 
chr6	123151450	123151550	B3-2-22	80	0.000109257974466411	-	Clec4a2, 
chr6	123233850	123233950	N3-2-7	171	0.000172562031509221	+	Clec4n, 
chr6	123283850	123283950	N3-10	182	0.000186988094406385	-	Clec4e, Clec4d, 
chr6	123291650	123291750	B3-2-2	97	0.000153732530754431	-	Clec4e, Clec4d, Vmn2r19, 
chr6	123337250	123337350	B3-14	47	0.000127204769908223	+	Vmn2r19, 
chr6	123701350	123701450	N3-8	218	0.000238670539406367	+	Vmn2r23, 
chr6	123738750	123738850	N3-2-2	185	0.000188586923280801	-	Vmn2r23, 
chr6	123768050	123768150	B3-1-13	361	0.000662376813508817	-	Vmn2r24, 
chr6	123835150	123835250	B3-10	142	0.000104841460515377	-	Vmn2r25, Vmn2r24, 
chr6	124196750	124196850	B3-1-3	126	0.000117657605163488	+	Vmn2r27, 
chr6	124226750	124226850	B3-2-22	370	0.000505318131907153	-	Vmn2r27, 
chr6	124341850	124341950	B3-2-2	95	0.000150562787852277	+	1700013D24Rik, Cd163, 
chr6	124356050	124356150	N3-2-36	255	0.00018724982872148	-	1700013D24Rik, 
chr6	124403450	124403550	N3-1-2	190	0.000126306104839385	+	Pex5, 
chr6	124450450	124450550	B3-8	97	0.000103696624300716	-	Clstn3, 
chr6	124605550	124605650	B3-10	136	0.00010041153964853	-	Gm5077, 
chr6	124733950	124734050	N3-1	93	0.000104816368484761	-	Ptpn6, Ptpn6, Grcc10, Atn1, Mir200c, Mir141, Phb2, 
chr6	124733950	124734050	N3-4	62	0.000103665754853898	-	Ptpn6, Ptpn6, Grcc10, Atn1, Mir200c, Mir141, Phb2, 
chr6	124810450	124810550	N3-2-36	149	0.000109412645017649	+	Spsb2, Tpi1, Usp5, Cdca3, 
chr6	124838850	124838950	B3-1-2	287	0.000193314419504415	+	Gnb3, Leprel2, Cdca3, Usp5, Gpr162, 
chr6	124873250	124873350	N3-1	416	0.000468856013867318	+	Cd4, Gpr162, Leprel2, 
chr6	124875750	124875850	B3-1-3	169	0.000157810597401821	-	Cd4, Gpr162, Leprel2, 
chr6	124958850	124958950	B3-1-3	148	0.00013820099654124	+	Cops7a, 
chr6	125017850	125017950	N3-1	579	0.000652566423147061	+	Zfp384, Pianp, 
chr6	125041350	125041450	N3-2-21	208	0.000271800205940925	+	Ing4, Zfp384, Acrbp, 
chr6	125125750	125125850	B3-1-11	411	0.000522002202315861	-	Chd4, Nop2, Iffo1, Iffo1, 
chr6	125126250	125126350	N3-9	166	0.000171550694263593	+	Chd4, Nop2, Iffo1, Iffo1, 
chr6	125187650	125187750	N3-18	163	0.000181068459429557	-	Ncapd2, Scarna10, Mrpl51, 
chr6	125241250	125241350	N3-1-11	883	0.000938204915428743	+	E130112N10Rik, Cd27, Tapbpl, Vamp1, 
chr6	125255950	125256050	B3-2-36	177	0.00014201593627416	-	4930417O13Rik, E130112N10Rik, Cd27, 
